time,acc_x,acc_y,acc_z
15:00:50.464,-0.08667,0.56934,-0.81030;
15:00:50.544,-0.18164,0.61768,-0.74390;
15:00:50.624,-0.41138,0.68604,-0.60010;
15:00:50.704,-0.32568,0.76978,-0.67529;
15:00:50.784,-0.11670,0.64551,-0.84741;
15:00:50.864,-0.13916,0.54028,-0.85742;
15:00:50.944,-0.20166,0.55981,-0.78882;
15:00:51.024,-0.35767,0.65088,-0.80933;
15:00:51.104,-0.36157,0.57568,-0.77539;
15:00:51.184,-0.36816,0.49463,-0.79419;
15:00:51.264,-0.45972,0.47339,-0.99780;
15:00:51.344,-0.52002,0.45850,-0.76978;
15:00:51.424,-0.55249,0.55249,-0.54688;
15:00:51.504,-0.69507,0.46387,-0.46558;
15:00:51.584,-0.86401,0.29346,-0.41113;
15:00:51.664,-0.91992,0.42065,-0.30518;
15:00:51.744,-0.89551,0.42285,-0.26245;
15:00:51.824,-0.86475,0.43677,-0.26587;
15:00:51.904,-0.89600,0.41431,-0.15894;
15:00:51.984,-0.93188,0.26147,-0.12842;
15:00:52.064,-0.96802,0.43872,0.04077;
15:00:52.144,-0.87964,0.34473,-0.03540;
15:00:52.224,-0.92920,0.31543,0.04102;
15:00:52.304,-1.01563,0.16821,0.10010;
15:00:52.384,-1.16064,-0.10303,0.28516;
15:00:52.464,-1.05493,-0.13599,0.19995;
15:00:52.544,-0.85669,-0.16235,-0.14063;
15:00:52.624,-0.77515,-0.19580,-0.22290;
15:00:52.704,-0.85278,-0.56396,-0.23291;
15:00:52.784,-0.80054,-0.75244,-0.29297;
15:00:52.864,-0.65796,-0.60669,-0.26245;
15:00:52.944,-0.65430,-0.68188,0.00928;
15:00:53.024,-0.60742,-0.70850,-0.06665;
15:00:53.104,-0.69849,-0.69092,-0.11108;
15:00:53.184,-0.71167,-0.71338,-0.06543;
15:00:53.264,-0.65625,-0.74487,-0.05103;
15:00:53.344,-0.63550,-0.66260,-0.07666;
15:00:53.424,-0.70679,-0.59692,-0.14917;
15:00:53.504,-0.71045,-0.66772,-0.14844;
15:00:53.584,-0.71777,-0.70947,-0.09326;
15:00:53.664,-0.69385,-0.64966,-0.17969;
15:00:53.744,-0.67017,-0.63916,-0.17505;
15:00:53.824,-0.69385,-0.72290,-0.12793;
15:00:53.904,-0.67554,-0.69995,-0.13232;
15:00:53.984,-0.66895,-0.69141,-0.13086;
15:00:54.064,-0.67358,-0.72266,-0.11816;
15:00:54.144,-0.65356,-0.70630,-0.14136;
15:00:54.224,-0.63428,-0.72021,-0.12231;
15:00:54.304,-0.65771,-0.72461,-0.10278;
15:00:54.384,-0.65137,-0.69995,-0.13013;
15:00:54.464,-0.63843,-0.73047,-0.10645;
15:00:54.544,-0.61816,-0.68115,-0.09790;
15:00:54.624,-0.63525,-0.77417,-0.05908;
15:00:54.704,-0.64868,-0.80664,-0.04834;
15:00:54.784,-0.58032,-0.71655,-0.07300;
15:00:54.864,-0.63721,-0.74829,-0.04150;
15:00:54.944,-0.64844,-0.76074,-0.10229;
15:00:55.024,-0.58667,-0.73779,-0.06226;
15:00:55.104,-0.64380,-0.75854,-0.01709;
15:00:55.184,-0.67822,-0.71460,-0.11890;
15:00:55.264,-0.62598,-0.72070,-0.11011;
15:00:55.344,-0.63867,-0.77612,-0.06079;
15:00:55.424,-0.62891,-0.71289,-0.08008;
15:00:55.504,-0.69824,-0.67114,-0.05908;
15:00:55.584,-0.68555,-0.60449,-0.05493;
15:00:55.664,-0.73804,-0.61523,-0.11646;
15:00:55.744,-0.76660,-0.59180,-0.06055;
15:00:55.824,-0.78027,-0.55957,0.03296;
15:00:55.904,-0.88794,-0.42407,-0.13281;
15:00:55.984,-0.97803,-0.21948,-0.14478;
15:00:56.064,-0.95532,-0.00391,-0.17114;
15:00:56.144,-0.92700,0.03784,-0.30420;
15:00:56.224,-0.81592,0.13501,-0.62329;
15:00:56.304,-0.66479,0.40674,-0.79199;
15:00:56.384,-0.51929,0.56982,-0.72388;
15:00:56.464,-0.52710,0.52710,-0.53394;
15:00:56.544,-0.58398,0.54956,-0.38574;
15:00:56.624,-0.41797,0.75195,-0.45093;
15:00:56.704,-0.40454,0.89258,-0.66895;
15:00:56.784,-0.38965,0.85303,-0.91992;
15:00:56.864,-0.32813,0.53882,-0.81714;
15:00:56.944,-0.36987,0.44678,-0.70264;
15:00:57.024,-0.27026,0.61108,-0.65430;
15:00:57.104,-0.13330,0.73804,-0.57983;
15:00:57.184,-0.17554,0.80981,-0.54956;
15:00:57.264,-0.21313,0.82715,-0.52661;
15:00:57.344,-0.20703,0.79004,-0.51318;
15:00:57.424,-0.34692,0.75220,-0.65503;
15:00:57.504,-0.57275,0.36865,-0.77417;
15:00:57.584,-0.66382,0.43921,-0.83569;
15:00:57.664,-0.58643,0.64282,-0.65723;
15:00:57.744,-0.61084,0.52588,-0.53760;
15:00:57.824,-0.63208,0.56860,-0.62158;
15:00:57.904,-0.56128,0.52686,-0.59790;
15:00:57.984,-0.58130,0.49976,-0.62378;
15:00:58.064,-0.58716,0.53125,-0.67407;
15:00:58.144,-0.75293,0.34790,-0.86890;
15:00:58.224,-0.79907,0.31836,-0.92798;
15:00:58.304,-0.57471,0.76880,-0.92188;
15:00:58.384,-0.24609,0.82690,-1.11523;
15:00:58.464,0.05688,0.57764,-0.89014;
15:00:58.544,0.03003,0.64111,-0.55176;
15:00:58.624,-0.16895,0.69556,-0.58154;
15:00:58.704,-0.19482,0.53394,-0.56201;
15:00:58.784,-0.18359,0.49805,-0.62476;
15:00:58.864,-0.09912,0.38989,-0.83057;
15:00:58.944,0.00879,0.19360,-0.96143;
15:00:59.024,0.07593,0.21704,-0.88330;
15:00:59.104,-0.01172,0.16162,-1.06177;
15:00:59.184,-0.06226,-0.20728,-1.00317;
15:00:59.264,0.04834,0.47241,-0.38550;
15:00:59.344,0.20654,0.89038,-0.32275;
15:00:59.424,0.19189,0.93237,-0.48511;
15:00:59.504,0.00635,1.25830,-0.55713;
15:00:59.584,-0.18823,1.33032,-0.53491;
15:00:59.664,-0.37085,1.08228,-0.28320;
15:00:59.744,-0.26904,1.12744,-0.44507;
15:00:59.824,-0.04004,1.14746,-0.68726;
15:00:59.904,0.19678,0.66699,-0.77637;
15:00:59.984,0.35767,0.36987,-0.76294;
15:01:00.064,0.42432,0.03589,-0.72144;
15:01:00.144,0.42188,-0.09595,-0.76294;
15:01:00.224,0.40918,-0.40991,-0.78711;
15:01:00.304,0.40674,-0.49292,-0.76904;
15:01:00.384,0.37451,-0.53320,-0.74878;
15:01:00.464,0.35229,-0.60132,-0.71973;
15:01:00.544,0.33472,-0.68384,-0.68579;
15:01:00.624,0.32275,-0.71924,-0.64258;
15:01:00.704,0.30762,-0.73853,-0.61499;
15:01:00.784,0.28394,-0.76147,-0.59839;
15:01:00.864,0.28320,-0.80176,-0.55591;
15:01:00.944,0.27734,-0.82251,-0.50781;
15:01:01.024,0.26074,-0.81445,-0.45117;
15:01:01.104,0.24951,-0.81641,-0.43701;
15:01:01.184,0.24194,-0.81494,-0.43994;
15:01:01.264,0.24146,-0.83838,-0.42969;
15:01:01.344,0.24170,-0.86108,-0.45581;
15:01:01.424,0.25122,-0.86768,-0.46021;
15:01:01.504,0.25659,-0.85229,-0.46509;
15:01:01.584,0.25854,-0.85107,-0.46729;
15:01:01.664,0.26025,-0.85986,-0.45239;
15:01:01.744,0.26147,-0.85791,-0.43774;
15:01:01.824,0.26270,-0.85181,-0.43774;
15:01:01.904,0.26587,-0.85254,-0.44873;
15:01:01.984,0.26685,-0.84937,-0.44897;
15:01:02.064,0.27148,-0.85693,-0.43872;
15:01:02.144,0.27808,-0.85352,-0.44067;
15:01:02.224,0.27466,-0.83887,-0.44727;
15:01:02.304,0.27515,-0.83984,-0.44629;
15:01:02.384,0.27368,-0.84497,-0.45508;
15:01:02.464,0.26758,-0.84546,-0.46851;
15:01:02.544,0.27051,-0.84570,-0.46826;
15:01:02.624,0.27832,-0.83691,-0.46533;
15:01:02.704,0.28003,-0.82764,-0.47290;
15:01:02.784,0.27881,-0.83008,-0.47168;
15:01:02.864,0.28101,-0.83276,-0.47119;
15:01:02.944,0.27954,-0.83521,-0.48096;
15:01:03.024,0.27979,-0.82495,-0.49219;
15:01:03.104,0.27832,-0.81421,-0.49683;
15:01:03.184,0.27368,-0.81836,-0.50732;
15:01:03.264,0.27173,-0.81592,-0.51001;
15:01:03.344,0.26831,-0.80347,-0.50854;
15:01:03.424,0.26392,-0.78857,-0.51123;
15:01:03.504,0.25610,-0.76807,-0.52173;
15:01:03.584,0.24023,-0.74609,-0.54321;
15:01:03.664,0.24243,-0.72876,-0.57202;
15:01:03.744,0.25488,-0.70264,-0.63159;
15:01:03.824,0.25464,-0.64087,-0.67383;
15:01:03.904,0.25488,-0.54980,-0.70825;
15:01:03.984,0.27246,-0.48657,-0.84326;
15:01:04.064,0.29028,-0.43140,-0.93823;
15:01:04.144,0.27612,-0.30713,-0.95386;
15:01:04.224,0.26367,-0.18262,-0.95093;
15:01:04.304,0.29272,-0.13501,-0.96899;
15:01:04.384,0.29077,-0.02002,-1.02417;
15:01:04.464,0.27637,0.15771,-1.01074;
15:01:04.544,0.30762,0.27661,-0.94922;
15:01:04.624,0.35303,0.36353,-0.89185;
15:01:04.704,0.39160,0.45068,-0.82813;
15:01:04.784,0.44751,0.60596,-0.76050;
15:01:04.864,0.48242,0.88208,-0.49243;
15:01:04.944,0.57739,0.88574,-0.40942;
15:01:05.024,0.57715,0.80396,-0.32373;
15:01:05.104,0.49536,0.70410,-0.30444;
15:01:05.184,0.35938,0.76025,-0.26001;
15:01:05.264,0.22412,0.86865,-0.23315;
15:01:05.344,0.11206,0.91748,-0.26099;
15:01:05.424,0.04907,0.98535,-0.33838;
15:01:05.504,-0.01733,0.99609,-0.43066;
15:01:05.584,-0.02417,0.97290,-0.45898;
15:01:05.664,0.00684,0.98511,-0.46436;
15:01:05.744,0.01563,0.97803,-0.42969;
15:01:05.824,0.03003,1.03320,-0.41943;
15:01:05.904,0.01196,0.97754,-0.41724;
15:01:05.984,0.03662,1.15527,-0.47974;
15:01:06.064,0.16870,1.22388,-0.70532;
15:01:06.144,0.25171,0.73096,-0.75317;
15:01:06.224,0.26416,0.37988,-0.55420;
15:01:06.304,0.25684,0.22583,-0.65234;
15:01:06.384,0.25024,0.12085,-0.81812;
15:01:06.464,0.28882,0.34277,-0.91943;
15:01:06.544,0.36353,0.31982,-0.94653;
15:01:06.624,0.27759,0.22607,-0.95996;
15:01:06.704,0.20117,0.13403,-1.01538;
15:01:06.784,0.21167,0.16602,-1.02222;
15:01:06.864,0.04053,0.17822,-1.08472;
15:01:06.944,-0.14941,0.12402,-0.80859;
15:01:07.024,-0.27539,0.42212,-0.75903;
15:01:07.104,-0.13550,0.49048,-0.77124;
15:01:07.184,0.05151,0.28174,-0.78052;
15:01:07.264,-0.01392,0.09448,-1.08936;
15:01:07.344,-0.10913,0.07666,-1.15918;
15:01:07.424,-0.21851,0.25415,-1.12939;
15:01:07.504,-0.30713,0.50146,-1.03418;
15:01:07.584,-0.33789,0.58032,-0.86694;
15:01:07.664,-0.38672,0.48608,-0.87744;
15:01:07.744,-0.38745,0.39917,-0.89307;
15:01:07.824,-0.26440,0.50195,-0.82617;
15:01:07.904,-0.18555,0.60742,-0.77393;
15:01:07.984,-0.15698,0.67651,-0.70972;
15:01:08.064,-0.14160,0.74292,-0.72070;
15:01:08.144,-0.10327,0.79858,-0.66357;
15:01:08.224,-0.05933,0.77490,-0.70337;
15:01:08.304,0.01636,0.80566,-0.68530;
15:01:08.384,0.06470,0.88525,-0.59302;
15:01:08.464,0.07739,0.90576,-0.47217;
15:01:08.544,0.13232,0.98608,-0.43408;
15:01:08.624,0.13330,1.00098,-0.43701;
15:01:08.704,0.02344,0.96021,-0.32544;
15:01:08.784,-0.16821,0.95483,-0.17847;
15:01:08.864,-0.28223,0.92798,-0.05273;
15:01:08.944,-0.25000,0.96875,-0.00757;
15:01:09.024,-0.17920,1.07178,0.05054;
15:01:09.104,-0.07056,1.09741,-0.08057;
15:01:09.184,0.03735,1.01538,-0.07422;
15:01:09.264,0.00928,1.01904,0.07471;
15:01:09.344,-0.17554,1.02759,0.20410;
15:01:09.424,-0.39063,1.00781,0.34888;
15:01:09.504,-0.57397,0.92334,0.19141;
15:01:09.584,0.07251,0.88574,-0.40698;
15:01:09.664,0.36426,0.86426,-0.57520;
15:01:09.744,0.38354,0.97974,-0.35864;
15:01:09.824,0.25098,0.92871,-0.35962;
15:01:09.904,0.12036,0.99341,-0.42285;
15:01:09.984,0.06372,1.02637,-0.39648;
15:01:10.064,0.12354,0.95532,-0.25024;
15:01:10.144,0.13037,0.94507,-0.27295;
15:01:10.224,0.14526,0.94189,-0.34448;
15:01:10.304,0.12354,0.94653,-0.33643;
15:01:10.384,0.14575,0.97485,-0.32324;
15:01:10.464,0.17505,0.97974,-0.31421;
15:01:10.544,0.16650,0.95190,-0.29785;
15:01:10.624,0.14478,0.95703,-0.26807;
15:01:10.704,0.14136,0.98242,-0.26904;
15:01:10.784,0.14136,0.98584,-0.28589;
15:01:10.864,0.13818,0.98804,-0.26489;
15:01:10.944,0.11621,0.99219,-0.28320;
15:01:11.024,0.10571,0.99878,-0.28247;
15:01:11.104,0.11401,0.99170,-0.27002;
15:01:11.184,0.10474,0.99561,-0.27734;
15:01:11.264,0.08325,0.99634,-0.29980;
15:01:11.344,0.10474,0.97876,-0.34570;
15:01:11.424,0.15625,0.98389,-0.37207;
15:01:11.504,0.19824,0.98657,-0.35889;
15:01:11.584,0.26782,0.97607,-0.35425;
15:01:11.664,0.31567,0.97290,-0.34448;
15:01:11.744,0.35059,0.95288,-0.33032;
15:01:11.824,0.39185,0.92407,-0.29883;
15:01:11.904,0.44263,0.91040,-0.27832;
15:01:11.984,0.50073,0.84961,-0.25195;
15:01:12.064,0.56519,0.77686,-0.20801;
15:01:12.144,0.60742,0.77441,-0.21924;
15:01:12.224,0.63745,0.72144,-0.22754;
15:01:12.304,0.67310,0.67163,-0.22144;
15:01:12.384,0.69653,0.65063,-0.24292;
15:01:12.464,0.73364,0.63281,-0.27930;
15:01:12.544,0.74902,0.61914,-0.31226;
15:01:12.624,0.75708,0.60547,-0.33691;
15:01:12.704,0.76099,0.57593,-0.35913;
15:01:12.784,0.76416,0.56445,-0.37891;
15:01:12.864,0.77124,0.56421,-0.38501;
15:01:12.944,0.77441,0.53296,-0.43213;
15:01:13.024,0.76929,0.51538,-0.44019;
15:01:13.104,0.77051,0.48950,-0.46509;
15:01:13.184,0.77808,0.47559,-0.47729;
15:01:13.264,0.78589,0.47192,-0.49805;
15:01:13.344,0.78369,0.45581,-0.51196;
15:01:13.424,0.77466,0.43213,-0.50610;
15:01:13.504,0.76514,0.40112,-0.51147;
15:01:13.584,0.77563,0.40210,-0.52588;
15:01:13.664,0.78711,0.39893,-0.53955;
15:01:13.744,0.78271,0.37061,-0.55371;
15:01:13.824,0.77759,0.36914,-0.55762;
15:01:13.904,0.77930,0.36060,-0.55127;
15:01:13.984,0.78442,0.35938,-0.55566;
15:01:14.064,0.78955,0.36060,-0.56860;
15:01:14.144,0.78589,0.32056,-0.57690;
15:01:14.224,0.77832,0.30396,-0.59009;
15:01:14.304,0.77905,0.30225,-0.59668;
15:01:14.384,0.78076,0.29688,-0.59790;
15:01:14.464,0.77710,0.28198,-0.61279;
15:01:14.544,0.76465,0.26001,-0.62793;
15:01:14.624,0.75879,0.25610,-0.63452;
15:01:14.704,0.75879,0.24683,-0.63501;
15:01:14.784,0.75806,0.23242,-0.64648;
15:01:14.864,0.76172,0.22705,-0.66016;
15:01:14.944,0.76807,0.20313,-0.66211;
15:01:15.024,0.76440,0.18628,-0.66162;
15:01:15.104,0.75586,0.17163,-0.67676;
15:01:15.184,0.75684,0.16748,-0.67163;
15:01:15.264,0.75635,0.14673,-0.66626;
15:01:15.344,0.75488,0.13330,-0.68042;
15:01:15.424,0.75537,0.14087,-0.68066;
15:01:15.504,0.75415,0.11768,-0.68896;
15:01:15.584,0.75513,0.10986,-0.69678;
15:01:15.664,0.75830,0.11230,-0.70093;
15:01:15.744,0.75708,0.09375,-0.70850;
15:01:15.824,0.75415,0.07593,-0.71265;
15:01:15.904,0.75342,0.07471,-0.69873;
15:01:15.984,0.74414,0.04248,-0.71118;
15:01:16.064,0.73779,0.02612,-0.71973;
15:01:16.144,0.74170,0.01172,-0.72046;
15:01:16.224,0.73779,-0.01196,-0.72437;
15:01:16.304,0.73315,-0.02954,-0.72656;
15:01:16.384,0.73364,-0.05273,-0.72949;
15:01:16.464,0.73096,-0.06885,-0.73291;
15:01:16.544,0.72290,-0.10669,-0.75952;
15:01:16.624,0.71216,-0.12915,-0.74316;
15:01:16.704,0.69141,-0.15527,-0.74023;
15:01:16.784,0.67896,-0.18994,-0.76343;
15:01:16.864,0.67969,-0.23145,-0.76196;
15:01:16.944,0.65527,-0.29175,-0.74438;
15:01:17.024,0.62256,-0.34229,-0.73535;
15:01:17.104,0.57715,-0.38623,-0.70239;
15:01:17.184,0.53345,-0.43555,-0.67871;
15:01:17.264,0.49878,-0.47095,-0.65332;
15:01:17.344,0.42944,-0.49463,-0.60742;
15:01:17.424,0.38892,-0.45337,-0.55859;
15:01:17.504,0.40820,-0.43359,-0.60645;
15:01:17.584,0.51489,-0.37231,-0.65601;
15:01:17.664,0.63647,-0.12817,-0.62280;
15:01:17.744,0.62109,0.29785,-0.39844;
15:01:17.824,0.52783,0.66040,-0.15186;
15:01:17.904,0.48413,0.88477,-0.07813;
15:01:17.984,0.48389,1.06201,0.08032;
15:01:18.064,0.39648,1.19189,0.18188;
15:01:18.144,0.27100,1.27979,0.12964;
15:01:18.224,0.19897,1.20752,0.06494;
15:01:18.304,0.18848,1.14966,-0.02441;
15:01:18.384,0.19458,1.08716,-0.12061;
15:01:18.464,0.12817,1.04688,-0.16089;
15:01:18.544,0.06250,1.03735,-0.15527;
15:01:18.624,-0.22534,0.96680,-0.28564;
15:01:18.704,-0.40210,1.07959,-0.26343;
15:01:18.784,-0.43164,1.00049,-0.25220;
15:01:18.864,-0.23999,0.87158,-0.38306;
15:01:18.944,-0.29614,0.90259,-0.41431;
15:01:19.024,-0.32568,0.84473,-0.40747;
15:01:19.104,-0.31860,0.88354,-0.42554;
15:01:19.184,-0.34863,0.84790,-0.40649;
15:01:19.264,-0.32275,0.87476,-0.42285;
15:01:19.344,-0.33008,0.87134,-0.40527;
15:01:19.424,-0.33276,0.87354,-0.41553;
15:01:19.504,-0.34619,0.85693,-0.41040;
15:01:19.584,-0.35229,0.86279,-0.41064;
15:01:19.664,-0.36597,0.86230,-0.40674;
15:01:19.744,-0.37646,0.85132,-0.40698;
15:01:19.824,-0.38184,0.84399,-0.41553;
15:01:19.904,-0.39185,0.84058,-0.41895;
15:01:19.984,-0.42383,0.81226,-0.41333;
15:01:20.064,-0.41162,0.82886,-0.42627;
15:01:20.144,-0.41211,0.82715,-0.42651;
15:01:20.224,-0.41479,0.81934,-0.42896;
15:01:20.304,-0.40967,0.82764,-0.42944;
15:01:20.384,-0.42065,0.81519,-0.43652;
15:01:20.464,-0.43384,0.80444,-0.44116;
15:01:20.544,-0.44849,0.79150,-0.44409;
15:01:20.624,-0.45166,0.78955,-0.44507;
15:01:20.704,-0.45972,0.77954,-0.44873;
15:01:20.784,-0.46265,0.78052,-0.44897;
15:01:20.864,-0.46436,0.78076,-0.44922;
15:01:20.944,-0.47095,0.77417,-0.45093;
15:01:21.024,-0.46997,0.77661,-0.44824;
15:01:21.104,-0.47046,0.77686,-0.44727;
15:01:21.184,-0.47412,0.78125,-0.43848;
15:01:21.264,-0.47241,0.79346,-0.42480;
15:01:21.344,-0.47827,0.79102,-0.42090;
15:01:21.424,-0.47803,0.79199,-0.42188;
15:01:21.504,-0.47705,0.78906,-0.42456;
15:01:21.584,-0.48242,0.77905,-0.43115;
15:01:21.664,-0.47705,0.78589,-0.42725;
15:01:21.744,-0.47485,0.78662,-0.43018;
15:01:21.824,-0.47363,0.78931,-0.42749;
15:01:21.904,-0.47534,0.78882,-0.42480;
15:01:21.984,-0.47876,0.78662,-0.42773;
15:01:22.064,-0.47607,0.79077,-0.42383;
15:01:22.144,-0.47852,0.78564,-0.42651;
15:01:22.224,-0.47339,0.79224,-0.41992;
15:01:22.304,-0.47363,0.79272,-0.42065;
15:01:22.384,-0.47729,0.78589,-0.42627;
15:01:22.464,-0.47363,0.79175,-0.42407;
15:01:22.544,-0.47388,0.79370,-0.42236;
15:01:22.624,-0.47363,0.79224,-0.42090;
15:01:22.704,-0.47217,0.79102,-0.42554;
15:01:22.784,-0.47559,0.78833,-0.42358;
15:01:22.864,-0.47632,0.79004,-0.42212;
15:01:22.944,-0.47559,0.79126,-0.42480;
15:01:23.024,-0.47803,0.78735,-0.42651;
15:01:23.104,-0.47705,0.78662,-0.42725;
15:01:23.184,-0.47900,0.78247,-0.42871;
15:01:23.264,-0.47632,0.78735,-0.42920;
15:01:23.344,-0.47681,0.78955,-0.42358;
15:01:23.424,-0.47656,0.78760,-0.42529;
15:01:23.504,-0.47705,0.78760,-0.42920;
15:01:23.584,-0.47974,0.78442,-0.42847;
15:01:23.664,-0.47632,0.78735,-0.42847;
15:01:23.744,-0.47607,0.78784,-0.42847;
15:01:23.824,-0.47681,0.78906,-0.42627;
15:01:23.904,-0.47632,0.78735,-0.42603;
15:01:23.984,-0.47583,0.79053,-0.42505;
15:01:24.064,-0.47729,0.78760,-0.42578;
15:01:24.144,-0.47705,0.78564,-0.42871;
15:01:24.224,-0.47607,0.78857,-0.42700;
15:01:24.304,-0.47656,0.78784,-0.42725;
15:01:24.384,-0.47705,0.78711,-0.42773;
15:01:24.464,-0.47852,0.78467,-0.42944;
15:01:24.544,-0.47754,0.78638,-0.42920;
15:01:24.624,-0.47754,0.78687,-0.43018;
15:01:24.704,-0.47852,0.78467,-0.42993;
15:01:24.784,-0.47852,0.78491,-0.43140;
15:01:24.864,-0.47852,0.78442,-0.43188;
15:01:24.944,-0.47729,0.78540,-0.43042;
15:01:25.024,-0.47705,0.78613,-0.42993;
15:01:25.104,-0.47852,0.78442,-0.43042;
15:01:25.184,-0.47705,0.78589,-0.43066;
15:01:25.264,-0.47656,0.78735,-0.43042;
15:01:25.344,-0.47827,0.78467,-0.43164;
15:01:25.424,-0.47827,0.78491,-0.43188;
15:01:25.504,-0.47925,0.78394,-0.43091;
15:01:25.584,-0.47827,0.78467,-0.43066;
15:01:25.664,-0.47900,0.78442,-0.43115;
15:01:25.744,-0.47876,0.78589,-0.42993;
15:01:25.824,-0.47852,0.78418,-0.43262;
15:01:25.904,-0.47852,0.78345,-0.43286;
15:01:25.984,-0.47729,0.78516,-0.43115;
15:01:26.064,-0.47827,0.78418,-0.43237;
15:01:26.144,-0.47998,0.78271,-0.43384;
15:01:26.224,-0.47925,0.78271,-0.43433;
15:01:26.304,-0.47827,0.78491,-0.43286;
15:01:26.384,-0.47925,0.78052,-0.43604;
15:01:26.464,-0.47925,0.78101,-0.43701;
15:01:26.544,-0.47974,0.78052,-0.43530;
15:01:26.624,-0.47974,0.77954,-0.43750;
15:01:26.704,-0.48169,0.77905,-0.43701;
15:01:26.784,-0.47900,0.78125,-0.43628;
15:01:26.864,-0.47852,0.78198,-0.43555;
15:01:26.944,-0.48047,0.77905,-0.43774;
15:01:27.024,-0.47998,0.78027,-0.43604;
15:01:27.104,-0.47461,0.78638,-0.43384;
15:01:27.184,-0.47461,0.78735,-0.43262;
15:01:27.264,-0.47559,0.78784,-0.43018;
15:01:27.344,-0.47754,0.78271,-0.43359;
15:01:27.424,-0.47729,0.78345,-0.43335;
15:01:27.504,-0.47559,0.78516,-0.43481;
15:01:27.584,-0.47778,0.77954,-0.43604;
15:01:27.664,-0.47485,0.78516,-0.43457;
15:01:27.744,-0.47900,0.78271,-0.43140;
15:01:27.824,-0.47583,0.78564,-0.42798;
15:01:27.904,-0.46826,0.79224,-0.42432;
15:01:27.984,-0.46387,0.79419,-0.42212;
15:01:28.064,-0.45630,0.80884,-0.40259;
15:01:28.144,-0.44409,0.82104,-0.40674;
15:01:28.224,-0.44629,0.81177,-0.40796;
15:01:28.304,-0.45679,0.81030,-0.39502;
15:01:28.384,-0.45215,0.81641,-0.39355;
15:01:28.464,-0.44873,0.81006,-0.39917;
15:01:28.544,-0.44824,0.81030,-0.39966;
15:01:28.624,-0.44482,0.82690,-0.38672;
15:01:28.704,-0.43530,0.83765,-0.38013;
15:01:28.784,-0.42969,0.84424,-0.37402;
15:01:28.864,-0.43701,0.84424,-0.37158;
15:01:28.944,-0.43652,0.84131,-0.37573;
15:01:29.024,-0.44019,0.83521,-0.38892;
15:01:29.104,-0.45142,0.82031,-0.37280;
15:01:29.184,-0.43652,0.81274,-0.40259;
15:01:29.264,-0.42334,0.82544,-0.41675;
15:01:29.344,-0.41138,0.83643,-0.40942;
15:01:29.424,-0.39844,0.83960,-0.40552;
15:01:29.504,-0.39233,0.91699,-0.43823;
15:01:29.584,-0.35352,1.01416,-0.23242;
15:01:29.664,-0.27417,1.06006,-0.08960;
15:01:29.744,-0.28003,1.06299,-0.11401;
15:01:29.824,-0.26904,1.07104,-0.11133;
15:01:29.904,-0.22192,1.04663,-0.12744;
15:01:29.984,-0.17676,0.99194,-0.05713;
15:01:30.064,-0.13013,0.98291,-0.08691;
15:01:30.144,-0.06177,0.97437,-0.15576;
15:01:30.224,-0.03540,0.89893,-0.18164;
15:01:30.304,-0.01807,0.88989,-0.25342;
15:01:30.384,0.01709,0.89648,-0.30566;
15:01:30.464,0.05566,0.94385,-0.33203;
15:01:30.544,0.12695,0.98682,-0.27734;
15:01:30.624,0.21021,1.01758,-0.18042;
15:01:30.704,0.26147,1.00415,-0.08936;
15:01:30.784,0.34619,0.95093,-0.07935;
15:01:30.864,0.41870,0.98193,-0.10010;
15:01:30.944,0.43164,0.95752,-0.08716;
15:01:31.024,0.48169,0.95630,-0.08813;
15:01:31.104,0.56714,0.88232,-0.03369;
15:01:31.184,0.63184,0.80811,0.00854;
15:01:31.264,0.67847,0.83057,-0.07349;
15:01:31.344,0.69531,0.78931,-0.12476;
15:01:31.424,0.72656,0.76709,-0.10156;
15:01:31.504,0.70386,0.74072,-0.16382;
15:01:31.584,0.70972,0.69434,-0.23535;
15:01:31.664,0.75366,0.59912,-0.26660;
15:01:31.744,0.77466,0.52173,-0.30273;
15:01:31.824,0.77832,0.51953,-0.34888;
15:01:31.904,0.77637,0.50806,-0.35669;
15:01:31.984,0.79810,0.51245,-0.36401;
15:01:32.064,0.80542,0.52344,-0.39209;
15:01:32.144,0.79370,0.51196,-0.41846;
15:01:32.224,0.80029,0.48804,-0.46606;
15:01:32.304,0.80762,0.46484,-0.48438;
15:01:32.384,0.78979,0.39941,-0.51904;
15:01:32.464,0.78931,0.36646,-0.55200;
15:01:32.544,0.78564,0.31201,-0.57739;
15:01:32.624,0.78687,0.30542,-0.58765;
15:01:32.704,0.77075,0.28735,-0.59058;
15:01:32.784,0.76733,0.26929,-0.61792;
15:01:32.864,0.76465,0.23047,-0.65479;
15:01:32.944,0.75659,0.20435,-0.64990;
15:01:33.024,0.76025,0.18530,-0.64893;
15:01:33.104,0.75269,0.15015,-0.65674;
15:01:33.184,0.75342,0.15405,-0.68091;
15:01:33.264,0.74463,0.13818,-0.69458;
15:01:33.344,0.73755,0.11865,-0.68994;
15:01:33.424,0.73975,0.11719,-0.68945;
15:01:33.504,0.74048,0.10840,-0.70630;
15:01:33.584,0.74805,0.11963,-0.71655;
15:01:33.664,0.74976,0.11426,-0.72119;
15:01:33.744,0.74634,0.10132,-0.71973;
15:01:33.824,0.73608,0.08325,-0.71704;
